Year;Lag1;Lag2;Lag3;Lag4;Lag5;Volume;Today;Direction
2002,00;0.084;-0.999;-0.853;-0.074;0.246;12838,00;-0.321;Down
2002,00;-0.321;0.084;-0.999;-0.853;-0.074;11102,00;0.228;Up
2002,00;0.228;-0.321;0.084;-0.999;-0.853;10953,00;-0.666;Down
2002,00;-0.666;0.228;-0.321;0.084;-0.999;12354,00;1133,00;Up
2002,00;1133,00;-0.666;0.228;-0.321;0.084;14479,00;-2369,00;Down
2002,00;-2369,00;1133,00;-0.666;0.228;-0.321;15056,00;0.663;Up
2002,00;0.663;-2369,00;1133,00;-0.666;0.228;12821,00;-0.761;Down
2002,00;-0.761;0.663;-2369,00;1133,00;-0.666;11204,00;2342,00;Up
2002,00;2342,00;-0.761;0.663;-2369,00;1133,00;13413,00;-0.204;Down
2002,00;-0.204;2342,00;-0.761;0.663;-2369,00;13769,00;-0.142;Down
2002,00;-0.142;-0.204;2342,00;-0.761;0.663;13593,00;0.062;Up
2002,00;0.062;-0.142;-0.204;2342,00;-0.761;1185,00;-1541,00;Down
2002,00;-1541,00;0.062;-0.142;-0.204;2342,00;11818,00;-0.62;Down
2002,00;-0.62;-1541,00;0.062;-0.142;-0.204;13885,00;-0.71;Down
2002,00;-0.71;-0.62;-1541,00;0.062;-0.142;13732,00;-0.152;Down
2002,00;-0.152;-0.71;-0.62;-1541,00;0.062;15174,00;-1389,00;Down
2002,00;-1389,00;-0.152;-0.71;-0.62;-1541,00;13742,00;-1.01;Down
2002,00;-1.01;-1389,00;-0.152;-0.71;-0.62;13147,00;1077,00;Up
2002,00;1077,00;-1.01;-1389,00;-0.152;-0.71;16286,00;0.886;Up
2002,00;0.886;1077,00;-1.01;-1389,00;-0.152;14514,00;-0.175;Down
2002,00;-0.175;0.886;1077,00;-1.01;-1389,00;1364,00;-1026,00;Down
2002,00;-1026,00;-0.175;0.886;1077,00;-1.01;12845,00;-1934,00;Down
2002,00;-1934,00;-1026,00;-0.175;0.886;1077,00;11226,00;-0.302;Down
2002,00;-0.302;-1934,00;-1026,00;-0.175;0.886;13547,00;Mrz 75;Up
2002,00;Mrz 75;-0.302;-1934,00;-1026,00;-0.175;1502,00;-1455,00;Down
2002,00;-1455,00;Mrz 75;-0.302;-1934,00;-1026,00;1153,00;-1679,00;Down
2002,00;-1679,00;-1455,00;Mrz 75;-0.302;-1934,00;11719,00;1855,00;Up
2002,00;1855,00;-1679,00;-1455,00;Mrz 75;-0.302;10886,00;2114,00;Up
2002,00;2114,00;1855,00;-1679,00;-1455,00;Mrz 75;14145,00;-0.566;Down
2002,00;-0.566;2114,00;1855,00;-1679,00;-1455,00;14202,00;0.656;Up
2002,00;0.656;-0.566;2114,00;1855,00;-1679,00;12566,00;0.761;Up
2002,00;0.761;0.656;-0.566;2114,00;1855,00;12744,00;-1329,00;Down
2002,00;-1329,00;0.761;0.656;-0.566;2114,00;0.9898;-1099,00;Down
2002,00;-1099,00;-1329,00;0.761;0.656;-0.566;12005,00;0.569;Up
2002,00;0.569;-1099,00;-1329,00;0.761;0.656;11363,00;1018,00;Up
2002,00;1018,00;0.569;-1099,00;-1329,00;0.761;11929,00;-1209,00;Down
2002,00;-1209,00;1018,00;0.569;-1099,00;-1329,00;0.8854;-0.855;Down
2002,00;-0.855;-1209,00;1018,00;0.569;-1099,00;0.9965;-0.641;Down
2002,00;-0.641;-0.855;-1209,00;1018,00;0.569;10818,00;-0.281;Down
2002,00;-0.281;-0.641;-0.855;-1209,00;1018,00;12866,00;0.233;Up
2002,00;0.233;-0.281;-0.641;-0.855;-1209,00;12773,00;-2.48;Down
2002,00;-2.48;0.233;-0.281;-0.641;-0.855;13243,00;0.001;Up
2002,00;0.001;-2.48;0.233;-0.281;-0.641;14666,00;0.885;Up
2002,00;0.885;0.001;-2.48;0.233;-0.281;13001,00;-1976,00;Down
2002,00;-1976,00;0.885;0.001;-2.48;0.233;16015,00;-0.157;Down
2002,00;-0.157;-1976,00;0.885;0.001;-2.48;13413,00;0.312;Up
2002,00;0.312;-0.157;-1976,00;0.885;0.001;12262,00;-1663,00;Down
2002,00;-1663,00;0.312;-0.157;-1976,00;0.885;12124,00;0.657;Up
2002,00;0.657;-1663,00;0.312;-0.157;-1976,00;179572,00;-1049,00;Down
2002,00;-1049,00;0.657;-1663,00;0.312;-0.157;14055,00;-0.227;Down
2002,00;-0.227;-1049,00;0.657;-1663,00;0.312;1549,00;2869,00;Up
2002,00;2869,00;-0.227;-1049,00;0.657;-1663,00;12366,00;0.094;Up
2002,00;0.094;2869,00;-0.227;-1049,00;0.657;11931,00;-1654,00;Down
2002,00;-1654,00;0.094;2869,00;-0.227;-1049,00;13361,00;-1343,00;Down
2002,00;-1343,00;-1654,00;0.094;2869,00;-0.227;13897,00;-1704,00;Down
2002,00;-1704,00;-1343,00;-1654,00;0.094;2869,00;14972,00;0.362;Up
2002,00;0.362;-1704,00;-1343,00;-1654,00;0.094;15526,00;-1.67;Down
2002,00;-1.67;0.362;-1704,00;-1343,00;-1654,00;15137,00;-0.267;Down
2002,00;-0.267;-1.67;0.362;-1704,00;-1343,00;201429,00;1758,00;Up
2002,00;1758,00;-0.267;-1.67;0.362;-1704,00;19086,00;-0.083;Down
2002,00;-0.083;1758,00;-0.267;-1.67;0.362;2117,00;-2139,00;Down
2002,00;-2139,00;-0.083;1758,00;-0.267;-1.67;14255,00;-2123,00;Down
2002,00;-2123,00;-2139,00;-0.083;1758,00;-0.267;1823,00;0.622;Up
2002,00;0.622;-2123,00;-2139,00;-0.083;1758,00;15278,00;3673,00;Up
2002,00;3673,00;0.622;-2123,00;-2139,00;-0.083;0.6994;-1218,00;Down
2002,00;-1218,00;3673,00;0.622;-2123,00;-2139,00;11844,00;-2472,00;Down
2002,00;-2472,00;-1218,00;3673,00;0.622;-2123,00;13489,00;-3396,00;Down
2002,00;-3396,00;-2472,00;-1218,00;3673,00;0.622;18169,00;0.75;Up
2002,00;0.75;-3396,00;-2472,00;-1218,00;3673,00;208048,00;-0.645;Down
2002,00;-0.645;0.75;-3396,00;-2472,00;-1218,00;16074,00;-0.376;Down
2002,00;-0.376;-0.645;0.75;-3396,00;-2472,00;25748,00;-1851,00;Down
2002,00;-1851,00;-0.376;-0.645;0.75;-3396,00;18437,00;0.566;Up
2002,00;0.566;-1851,00;-0.376;-0.645;0.75;25665,00;-2702,00;Down
2002,00;-2702,00;0.566;-1851,00;-0.376;-0.645;17363,00;-3835,00;Down
2002,00;-3835,00;-2702,00;0.566;-1851,00;-0.376;26541,00;-3291,00;Down
2002,00;-3291,00;-3835,00;-2702,00;0.566;-1851,00;224806,00;-2702,00;Down
2002,00;-2702,00;-3291,00;-3835,00;-2702,00;0.566;244102,00;5733,00;Up
2002,00;5733,00;-2702,00;-3291,00;-3835,00;-2702,00;277556,00;-0.563;Down
2002,00;-0.563;5733,00;-2702,00;-3291,00;-3835,00;24247,00;1688,00;Up
2002,00;1688,00;-0.563;5733,00;-2702,00;-3291,00;17961,00;5408,00;Up
2002,00;5408,00;1688,00;-0.563;5733,00;-2702,00;177865,00;0.425;Up
2002,00;0.425;5408,00;1688,00;-0.563;5733,00;182609,00;0.979;Up
2002,00;0.979;0.425;5408,00;1688,00;-0.563;204936,00;-2957,00;Down
2002,00;-2957,00;0.979;0.425;5408,00;1688,00;16722,00;-2308,00;Down
2002,00;-2308,00;-2957,00;0.979;0.425;5408,00;15381,00;-3.43;Down
2002,00;-3.43;-2308,00;-2957,00;0.979;0.425;14255,00;2992,00;Up
2002,00;2992,00;-3.43;-2308,00;-2957,00;0.979;15141,00;2001,00;Up
2002,00;2001,00;2992,00;-3.43;-2308,00;-2957,00;14904,00;3272,00;Up
2002,00;3272,00;2001,00;2992,00;-3.43;-2308,00;16467,00;0.351;Up
2002,00;0.351;3272,00;2001,00;2992,00;-3.43;12949,00;-0.533;Down
2002,00;-0.533;0.351;3272,00;2001,00;2992,00;10365,00;-2168,00;Down
2002,00;-2168,00;-0.533;0.351;3272,00;2001,00;12977,00;4005,00;Up
2002,00;4005,00;-2168,00;-0.533;0.351;3272,00;15338,00;1156,00;Up
2002,00;1156,00;4005,00;-2168,00;-0.533;0.351;15051,00;-0.159;Down
2002,00;-0.159;1156,00;4005,00;-2168,00;-0.533;12653,00;2361,00;Up
2002,00;2361,00;-0.159;1156,00;4005,00;-2168,00;12998,00;-1396,00;Down
2002,00;-1396,00;2361,00;-0.159;1156,00;4005,00;13085,00;1273,00;Up
2002,00;1273,00;-1396,00;2361,00;-0.159;1156,00;13531,00;1405,00;Up
2002,00;1405,00;1273,00;-1396,00;2361,00;-0.159;1373,00;-2269,00;Down
2002,00;-2269,00;1405,00;1273,00;-1396,00;2361,00;10715,00;0.754;Up
2002,00;0.754;-2269,00;1405,00;1273,00;-1396,00;10169,00;-1385,00;Down
2002,00;-1385,00;0.754;-2269,00;1405,00;1273,00;13077,00;-1813,00;Down
2002,00;-1813,00;-1385,00;0.754;-2269,00;1405,00;11466,00;-0.008;Down
2002,00;-0.008;-1813,00;-1385,00;0.754;-2269,00;12711,00;-0.188;Down
2002,00;-0.188;-0.008;-1813,00;-1385,00;0.754;0.9299;-4154,00;Down
2002,00;-4154,00;-0.188;-0.008;-1813,00;-1385,00;12898,00;1752,00;Up
2002,00;1752,00;-4154,00;-0.188;-0.008;-1813,00;13721,00;-1595,00;Down
2002,00;-1595,00;1752,00;-4154,00;-0.188;-0.008;14013,00;24838,00;Up
2002,00;24838,00;-1595,00;1752,00;-4154,00;-0.188;11845,00;1011,00;Up
2002,00;1011,00;24838,00;-1595,00;1752,00;-4154,00;11306,00;0.733;Up
2002,00;0.733;1011,00;24838,00;-1595,00;1752,00;11864,00;-0.014;Down
2002,00;-0.014;0.733;1011,00;24838,00;-1595,00;0.8466;-2478,00;Down
2002,00;-2478,00;-0.014;0.733;1011,00;24838,00;11916,00;0.327;Up
2002,00;0.327;-2478,00;-0.014;0.733;1011,00;1271,00;0.145;Up
2002,00;0.145;0.327;-2478,00;-0.014;0.733;10014,00;-1973,00;Down
2002,00;-1973,00;0.145;0.327;-2478,00;-0.014;14486,00;-0.465;Down
2002,00;-0.465;-1973,00;0.145;0.327;-2478,00;1501,00;-3006,00;Down
2002,00;-3006,00;-0.465;-1973,00;0.145;0.327;1524,00;0.245;Up
2002,00;0.245;-3006,00;-0.465;-1973,00;0.145;17928,00;-1383,00;Down
2002,00;-1383,00;0.245;-3006,00;-0.465;-1973,00;13811,00;-1728,00;Down
2002,00;-1728,00;-1383,00;0.245;-3006,00;-0.465;167024,00;2486,00;Up
2002,00;2486,00;-1728,00;-1383,00;0.245;-3006,00;16515,00;1821,00;Up
2002,00;1821,00;2486,00;-1728,00;-1383,00;0.245;23743,00;-3226,00;Down
2002,00;-3226,00;1821,00;2486,00;-1728,00;-1383,00;15073,00;-1461,00;Down
2002,00;-1461,00;-3226,00;1821,00;2486,00;-1728,00;172187,00;4002,00;Up
2002,00;4002,00;-1461,00;-3226,00;1821,00;2486,00;17809,00;-2359,00;Down
2002,00;-2359,00;4002,00;-1461,00;-3226,00;1821,00;16689,00;-1082,00;Down
2002,00;-1082,00;-2359,00;4002,00;-1461,00;-3226,00;16745,00;-2243,00;Down
2002,00;-2243,00;-1082,00;-2359,00;4002,00;-1461,00;183593,00;-1911,00;Down
2002,00;-1911,00;-2243,00;-1082,00;-2359,00;4002,00;15765,00;25204,00;Up
2002,00;25204,00;-1911,00;-2243,00;-1082,00;-2359,00;193843,00;-2729,00;Down
2002,00;-2729,00;25204,00;-1911,00;-2243,00;-1082,00;188503,00;3497,00;Up
2002,00;3497,00;-2729,00;25204,00;-1911,00;-2243,00;209023,00;3906,00;Up
2002,00;3906,00;3497,00;-2729,00;25204,00;-1911,00;185413,00;0.733;Up
2002,00;0.733;3906,00;3497,00;-2729,00;25204,00;12003,00;4734,00;Up
2002,00;4734,00;0.733;3906,00;3497,00;-2729,00;1956,00;-2411,00;Down
2002,00;-2411,00;4734,00;0.733;3906,00;3497,00;1585,00;44958,00;Up
2002,00;44958,00;-2411,00;4734,00;0.733;3906,00;178039,00;0.59;Up
2002,00;0.59;44958,00;-2411,00;4734,00;0.733;14231,00;1733,00;Up
2002,00;1733,00;0.59;44958,00;-2411,00;4734,00;1447,00;-1063,00;Down
2002,00;-1063,00;1733,00;0.59;44958,00;-2411,00;15492,00;0.672;Up
2002,00;0.672;-1063,00;1733,00;0.59;44958,00;15939,00;-1522,00;Down
2002,00;-1522,00;0.672;-1063,00;1733,00;0.59;170057,00;1717,00;Up
2002,00;1717,00;-1522,00;0.672;-1063,00;1733,00;13404,00;-0.827;Down
2002,00;-0.827;1717,00;-1522,00;0.672;-1063,00;13826,00;-0.908;Down
2002,00;-0.908;-0.827;1717,00;-1522,00;0.672;15297,00;0.97;Up
2002,00;0.97;-0.908;-0.827;1717,00;-1522,00;14223,00;-0.556;Down
2002,00;-0.556;0.97;-0.908;-0.827;1717,00;16413,00;1716,00;Up
2002,00;1716,00;-0.556;0.97;-0.908;-0.827;14504,00;0.82;Up
2002,00;0.82;1716,00;-0.556;0.97;-0.908;16459,00;0.775;Up
2002,00;0.775;0.82;1716,00;-0.556;0.97;13541,00;0.914;Up
2002,00;0.914;0.775;0.82;1716,00;-0.556;1674,00;-2285,00;Down
2002,00;-2285,00;0.914;0.775;0.82;1716,00;14669,00;-0.876;Down
2002,00;-0.876;-2285,00;0.914;0.775;0.82;14465,00;-2073,00;Down
2002,00;-2073,00;-0.876;-2285,00;0.914;0.775;1113,00;0.772;Up
2002,00;0.772;-2073,00;-0.876;-2285,00;0.914;13771,00;-0.048;Down
2002,00;-0.048;0.772;-2073,00;-0.876;-2285,00;14634,00;2463,00;Up
2002,00;2463,00;-0.048;0.772;-2073,00;-0.876;1519,00;0.615;Up
2002,00;0.615;2463,00;-0.048;0.772;-2073,00;14001,00;-1041,00;Down
2002,00;-1041,00;0.615;2463,00;-0.048;0.772;12826,00;-0.402;Down
2002,00;-0.402;-1041,00;0.615;2463,00;-0.048;13374,00;1941,00;Up
2002,00;1941,00;-0.402;-1041,00;0.615;2463,00;15173,00;2145,00;Up
2002,00;2145,00;1941,00;-0.402;-1041,00;0.615;24151,00;-0.344;Down
2002,00;-0.344;2145,00;1941,00;-0.402;-1041,00;16268,00;0.249;Up
2002,00;0.249;-0.344;2145,00;1941,00;-0.402;1574,00;-2097,00;Down
2002,00;-2097,00;0.249;-0.344;2145,00;1941,00;15436,00;2799,00;Up
2002,00;2799,00;-2097,00;0.249;-0.344;2145,00;13503,00;-0.273;Down
2002,00;-0.273;2799,00;-2097,00;0.249;-0.344;0.64346;-0.19;Down
2002,00;-0.19;-0.273;2799,00;-2097,00;0.249;1612,00;-1475,00;Down
2002,00;-1475,00;-0.19;-0.273;2799,00;-2097,00;14884,00;-0.344;Down
2002,00;-0.344;-1475,00;-0.19;-0.273;2799,00;15889,00;-1202,00;Down
2002,00;-1202,00;-0.344;-1475,00;-0.19;-0.273;12502,00;0.627;Up
2002,00;0.627;-1202,00;-0.344;-1475,00;-0.19;12411,00;-2218,00;Down
2002,00;-2218,00;0.627;-1202,00;-0.344;-1475,00;13208,00;1396,00;Up
2002,00;1396,00;-2218,00;0.627;-1202,00;-0.344;12866,00;0.056;Up
2002,00;0.056;1396,00;-2218,00;0.627;-1202,00;12851,00;-0.373;Down
2002,00;-0.373;0.056;1396,00;-2218,00;0.627;12553,00;-1342,00;Down
2002,00;-1342,00;-0.373;0.056;1396,00;-2218,00;13308,00;2352,00;Up
2002,00;2352,00;-1342,00;-0.373;0.056;1396,00;12716,00;-0.814;Down
2002,00;-0.814;2352,00;-1342,00;-0.373;0.056;12518,00;-1315,00;Down
2002,00;-1315,00;-0.814;2352,00;-1342,00;-0.373;14462,00;-0.771;Down
2002,00;-0.771;-1315,00;-0.814;2352,00;-1342,00;13859,00;1302,00;Up
2002,00;1302,00;-0.771;-1315,00;-0.814;2352,00;178273,00;0.181;Up
2002,00;0.181;1302,00;-0.771;-1315,00;-0.814;11121,00;-0.547;Down
2002,00;-0.547;0.181;1302,00;-0.771;-1315,00;0.45831;-0.315;Down
2002,00;-0.315;-0.547;0.181;1302,00;-0.771;0.7211;-1603,00;Down
2002,00;-1603,00;-0.315;-0.547;0.181;1302,00;0.7584;0.456;Up
2002,00;0.456;-1603,00;-0.315;-0.547;0.181;10578,00;0.049;Up
2003,00;0.049;0.456;-1603,00;-0.315;-0.547;10885,00;Mrz 32;Up
2003,00;Mrz 32;0.049;0.456;-1603,00;-0.315;12292,00;-0.048;Down
2003,00;-0.048;Mrz 32;0.049;0.456;-1603,00;11308,00;2247,00;Up
2003,00;2247,00;-0.048;Mrz 32;0.049;0.456;14359,00;-0.654;Down
2003,00;-0.654;2247,00;-0.048;Mrz 32;0.049;15452,00;-1409,00;Down
2003,00;-1409,00;-0.654;2247,00;-0.048;Mrz 32;14676,00;1939,00;Up
2003,00;1939,00;-1409,00;-0.654;2247,00;-0.048;15603,00;0,00;Up
2003,00;0,00;1939,00;-1409,00;-0.654;2247,00;14854,00;-0.141;Down
2003,00;-0.141;0,00;1939,00;-1409,00;-0.654;13963,00;0.583;Up
2003,00;0.583;-0.141;0,00;1939,00;-1409,00;13794,00;-1443,00;Down
2003,00;-1443,00;0.583;-0.141;0,00;1939,00;14321,00;-0.394;Down
2003,00;-0.394;-1443,00;0.583;-0.141;0,00;15346,00;-1402,00;Down
2003,00;-1402,00;-0.394;-1443,00;0.583;-0.141;13582,00;-1.57;Down
2003,00;-1.57;-1402,00;-0.394;-1443,00;0.583;13352,00;-1043,00;Down
2003,00;-1043,00;-1.57;-1402,00;-0.394;-1443,00;15608,00;1022,00;Up
2003,00;1022,00;-1043,00;-1.57;-1402,00;-0.394;174455,00;-2923,00;Down
2003,00;-2923,00;1022,00;-1043,00;-1.57;-1402,00;15748,00;-1616,00;Down
2003,00;-1616,00;-2923,00;1022,00;-1043,00;-1.57;14359,00;1305,00;Up
2003,00;1305,00;-1616,00;-2923,00;1022,00;-1043,00;14591,00;0.678;Up
2003,00;0.678;1305,00;-1616,00;-2923,00;1022,00;15954,00;-2285,00;Down
2003,00;-2285,00;0.678;1305,00;-1616,00;-2923,00;15103,00;1313,00;Up
2003,00;1313,00;-2285,00;0.678;1305,00;-1616,00;157853,00;0.54;Up
2003,00;0.54;1313,00;-2285,00;0.678;1305,00;12585,00;-1409,00;Down
2003,00;-1409,00;0.54;1313,00;-2285,00;0.678;14516,00;-0.544;Down
2003,00;-0.544;-1409,00;0.54;1313,00;-2285,00;14508,00;-0.645;Down
2003,00;-0.645;-0.544;-1409,00;0.54;1313,00;14309,00;-1009,00;Down
2003,00;-1009,00;-0.645;-0.544;-1409,00;0.54;12768,00;0.757;Up
2003,00;0.757;-1009,00;-0.645;-0.544;-1409,00;12382,00;-0.81;Down
2003,00;-0.81;0.757;-1009,00;-0.645;-0.544;1307,00;-1269,00;Down
2003,00;-1269,00;-0.81;0.757;-1009,00;-0.645;12605,00;-0.16;Down
2003,00;-0.16;-1269,00;-0.81;0.757;-1009,00;14893,00;2143,00;Up
2003,00;2143,00;-0.16;-1269,00;-0.81;0.757;14046,00;34700,00;Up
2003,00;34700,00;2143,00;-0.16;-1269,00;-0.81;12508,00;-0.71;Down
2003,00;-0.71;34700,00;2143,00;-0.16;-1269,00;10756,00;-0.95;Down
2003,00;-0.95;-0.71;34700,00;2143,00;-0.16;11941,00;1322,00;Up
2003,00;1322,00;-0.95;-0.71;34700,00;2143,00;13982,00;-1838,00;Down
2003,00;-1838,00;1322,00;-0.95;-0.71;34700,00;12292,00;0.719;Up
2003,00;0.719;-1838,00;1322,00;-0.95;-0.71;14837,00;-1314,00;Down
2003,00;-1314,00;0.719;-1838,00;1322,00;-0.95;13744,00;1176,00;Up
2003,00;1176,00;-1314,00;0.719;-1838,00;1322,00;12878,00;0.462;Up
2003,00;0.462;1176,00;-1314,00;0.719;-1838,00;13733,00;-0.754;Down
2003,00;-0.754;0.462;1176,00;-1314,00;0.719;12089,00;-1536,00;Down
2003,00;-1536,00;-0.754;0.462;1176,00;-1314,00;12566,00;0.956;Up
2003,00;0.956;-1536,00;-0.754;0.462;1176,00;13327,00;-0.934;Down
2003,00;-0.934;0.956;-1536,00;-0.754;0.462;12992,00;0.826;Up
2003,00;0.826;-0.934;0.956;-1536,00;-0.754;13685,00;-2583,00;Down
2003,00;-2583,00;0.826;-0.934;0.956;-1536,00;1255,00;-0.836;Down
2003,00;-0.836;-2583,00;0.826;-0.934;0.956;14277,00;0.432;Up
2003,00;0.432;-0.836;-2583,00;0.826;-0.934;22647,00;3446,00;Up
2003,00;3446,00;0.432;-0.836;-2583,00;0.826;18163,00;0.165;Up
2003,00;0.165;3446,00;0.432;-0.836;-2583,00;15419,00;3543,00;Up
2003,00;3543,00;0.165;3446,00;0.432;-0.836;170042,00;0.424;Up
2003,00;0.424;3543,00;0.165;3446,00;0.432;15551,00;0.874;Up
2003,00;0.874;0.424;3543,00;0.165;3446,00;14734,00;0.189;Up
2003,00;0.189;0.874;0.424;3543,00;0.165;14391,00;2298,00;Up
2003,00;2298,00;0.189;0.874;0.424;3543,00;188371,00;-3523,00;Down
2003,00;-3523,00;2298,00;0.189;0.874;0.424;1293,00;1216,00;Up
2003,00;1216,00;-3523,00;2298,00;0.189;0.874;13334,00;-0.548;Down
2003,00;-0.548;1216,00;-3523,00;2298,00;0.189;13197,00;-0.164;Down
2003,00;-0.164;-0.548;1216,00;-3523,00;2298,00;12329,00;-0.578;Down
2003,00;-0.578;-0.164;-0.548;1216,00;-3523,00;1227,00;-1774,00;Down
2003,00;-1774,00;-0.578;-0.164;-0.548;1216,00;14955,00;1214,00;Up
2003,00;1214,00;-1774,00;-0.578;-0.164;-0.548;14616,00;2612,00;Up
2003,00;2612,00;1214,00;-1774,00;-0.578;-0.164;15898,00;-0.505;Down
2003,00;-0.505;2612,00;1214,00;-1774,00;-0.578;13395,00;0.274;Up
2003,00;0.274;-0.505;2612,00;1214,00;-1774,00;12412,00;0.123;Up
2003,00;0.123;0.274;-0.505;2612,00;1214,00;1494,00;-0.186;Down
2003,00;-0.186;0.123;0.274;-0.505;2612,00;12354,00;-1.4;Down
2003,00;-1.4;-0.186;0.123;0.274;-0.505;12937,00;0.646;Up
2003,00;0.646;-1.4;-0.186;0.123;0.274;12753,00;-0.376;Down
2003,00;-0.376;0.646;-1.4;-0.186;0.123;11416,00;34700,00;Up
2003,00;34700,00;-0.376;0.646;-1.4;-0.186;1131,00;0.63;Up
2003,00;0.63;34700,00;-0.376;0.646;-1.4;14602,00;-1224,00;Down
2003,00;-1224,00;0.63;34700,00;-0.376;0.646;15876,00;1554,00;Up
2003,00;1554,00;-1224,00;0.63;34700,00;-0.376;14306,00;-0.176;Down
2003,00;-0.176;1554,00;-1224,00;0.63;34700,00;11187,00;42767,00;Up
2003,00;42767,00;-0.176;1554,00;-1224,00;0.63;16312,00;0.839;Up
2003,00;0.839;42767,00;-0.176;1554,00;-1224,00;16672,00;-0.826;Down
2003,00;-0.826;0.839;42767,00;-0.176;1554,00;16481,00;-1385,00;Down
2003,00;-1385,00;-0.826;0.839;42767,00;-0.176;13358,00;1783,00;Up
2003,00;1783,00;-1385,00;-0.826;0.839;42767,00;1273,00;0.328;Up
2003,00;0.328;1783,00;-1385,00;-0.826;0.839;15256,00;-0.1;Down
2003,00;-0.1;0.328;1783,00;-1385,00;-0.826;178851,00;-0.068;Down
2003,00;-0.068;-0.1;0.328;1783,00;-1385,00;13975,00;1504,00;Up
2003,00;1504,00;-0.068;-0.1;0.328;1783,00;15543,00;-0.38;Down
2003,00;-0.38;1504,00;-0.068;-0.1;0.328;14463,00;0.846;Up
2003,00;0.846;-0.38;1504,00;-0.068;-0.1;16496,00;-0.51;Down
2003,00;-0.51;0.846;-0.38;1504,00;-0.068;15319,00;-1006,00;Down
2003,00;-1006,00;-0.51;0.846;-0.38;1504,00;13796,00;1428,00;Up
2003,00;1428,00;-1006,00;-0.51;0.846;-0.38;13261,00;1253,00;Up
2003,00;1253,00;1428,00;-1006,00;-0.51;0.846;13788,00;-0.297;Down
2003,00;-0.297;1253,00;1428,00;-1006,00;-0.51;14181,00;-0.32;Down
2003,00;-0.32;-0.297;1253,00;1428,00;-1006,00;14018,00;0.787;Up
2003,00;0.787;-0.32;-0.297;1253,00;1428,00;15087,00;-0.25;Down
2003,00;-0.25;0.787;-0.32;-0.297;1253,00;15055,00;-2492,00;Down
2003,00;-2492,00;-0.25;0.787;-0.32;-0.297;13757,00;-0.113;Down
2003,00;-0.113;-2492,00;-0.25;0.787;-0.32;15053,00;0.401;Up
2003,00;0.401;-0.113;-2492,00;-0.25;0.787;14578,00;0.915;Up
2003,00;0.915;0.401;-0.113;-2492,00;-0.25;14485,00;0.145;Up
2003,00;0.145;0.915;0.401;-0.113;-2492,00;1201,00;1957,00;Up
2003,00;1957,00;0.145;0.915;0.401;-0.113;1532,00;0.183;Up
2003,00;0.183;1957,00;0.145;0.915;0.401;1559,00;-0.376;Down
2003,00;-0.376;0.183;1957,00;0.145;0.915;16858,00;1469,00;Up
2003,00;1469,00;-0.376;0.183;1957,00;0.145;16888,00;0.354;Up
2003,00;0.354;1469,00;-0.376;0.183;1957,00;16625,00;0.472;Up
2003,00;0.472;0.354;1469,00;-0.376;0.183;14502,00;1511,00;Up
2003,00;1511,00;0.472;0.354;1469,00;-0.376;16187,00;0.395;Up
2003,00;0.395;1511,00;0.472;0.354;1469,00;16931,00;-0.24;Down
2003,00;-0.24;0.395;1511,00;0.472;0.354;18372,00;-1198,00;Down
2003,00;-1198,00;-0.24;0.395;1511,00;0.472;1307,00;0.913;Up
2003,00;0.913;-1198,00;-0.24;0.395;1511,00;12754,00;1283,00;Up
